ProcessRunning,SP,PV,Kp,Ki,Kd,Error,PError,Integral,Derivative,Output
1,125,22,50,1,100,103,103,10300,103,15450
1,125,22,50,1,100,103,103,20600,0,5150
1,125,22,50,1,100,103,103,30900,0,5150
1,125,23,50,1,100,102,102,41100,-1,5000
1,125,24,50,1,100,101,101,51200,-1,4950
1,125,25,50,1,100,100,100,61200,-1,4900
1,125,27,50,1,100,98,98,71000,-2,4700
1,125,28,50,1,100,97,97,80700,-1,4750
1,125,30,50,1,100,95,95,90200,-2,4550
1,125,33,50,1,100,92,92,99400,-3,4300
1,125,35,50,1,100,90,90,108400,-2,4300
1,125,37,50,1,100,88,88,117200,-2,4200
1,125,39,50,1,100,86,86,125800,-2,4100
1,125,42,50,1,100,83,83,134100,-3,3850
1,125,44,50,1,100,81,81,142200,-2,3850
1,125,47,50,1,100,78,78,150000,-3,3600
1,125,49,50,1,100,76,76,157600,-2,3600
1,125,52,50,1,100,73,73,164900,-3,3350
1,125,55,50,1,100,70,70,171900,-3,3200
1,125,57,50,1,100,68,68,178700,-2,3200
1,125,60,50,1,100,65,65,185200,-3,2950
1,125,62,50,1,100,63,63,191500,-2,2950
1,125,65,50,1,100,60,60,197500,-3,2700
1,125,69,50,1,100,56,56,203100,-4,2400
1,125,71,50,1,100,54,54,208500,-2,2500
1,125,74,50,1,100,51,51,213600,-3,2250
1,125,76,50,1,100,49,49,218500,-2,2250
1,125,80,50,1,100,45,45,223000,-4,1850
1,125,83,50,1,100,42,42,227200,-3,1800
1,125,86,50,1,100,39,39,231100,-3,1650
1,125,88,50,1,100,37,37,234800,-2,1650
1,125,91,50,1,100,34,34,238200,-3,1400
1,125,95,50,1,100,30,30,241200,-4,1100
1,125,97,50,1,100,28,28,244000,-2,1200
1,125,100,50,1,100,25,25,246500,-3,950
1,125,103,50,1,100,22,22,248700,-3,800
1,125,107,50,1,100,18,18,250500,-4,500
1,125,109,50,1,100,16,16,252100,-2,600
1,125,112,50,1,100,13,13,253400,-3,350
1,125,114,50,1,100,11,11,254500,-2,350
1,125,116,50,1,100,9,9,255400,-2,250
1,125,120,50,1,100,5,5,255900,-4,-150
1,125,123,50,1,100,2,2,256100,-3,-200
1,125,125,50,1,100,0,0,256100,-2,-200
1,125,127,50,1,100,-2,-2,255900,-2,-300
1,125,129,50,1,100,-4,-4,255500,-2,-400
1,125,130,50,1,100,-5,-5,255000,-1,-350
1,125,130,50,1,100,-5,-5,254500,0,-250
